"","SurveyID","ProjectID","LocationName","Date","Collectors","Longitude","Latitude","SurveyTypeID","Plot.Name","SpeciesVarietalCode","SpeciesVarietalName","Measurement","CanopyID","Woody_DBH_cm","Woody_Height_m","ProjCode","Genus"
"2958",771,"Sacramento R. Red Bluff to Hwy 32","Wilson Landing","8/2/2013","ZS, GY, MH, AH, OM",-122.03,39.8,"Plant","EW2013_313","SAEX","Salix exigua",1,"",7.2,6.67,"SACTO","Salix"
"2959",771,"Sacramento R. Red Bluff to Hwy 32","Wilson Landing","8/2/2013","ZS, GY, MH, AH, OM",-122.03,39.8,"Plant","EW2013_313","SAEX","Salix exigua",2,"",6.9,5.44,"SACTO","Salix"
"2960",771,"Sacramento R. Red Bluff to Hwy 32","Wilson Landing","8/2/2013","ZS, GY, MH, AH, OM",-122.03,39.8,"Plant","EW2013_313","SAEX","Salix exigua",3,"",10.4,5.37,"SACTO","Salix"
"2961",771,"Sacramento R. Red Bluff to Hwy 32","Wilson Landing","8/2/2013","ZS, GY, MH, AH, OM",-122.03,39.8,"Plant","EW2013_313","SAEX","Salix exigua",4,"",8.8,5.84,"SACTO","Salix"
"2962",771,"Sacramento R. Red Bluff to Hwy 32","Wilson Landing","8/2/2013","ZS, GY, MH, AH, OM",-122.03,39.8,"Plant","EW2013_313","SAEX","Salix exigua",5,"",9.2,5.64,"SACTO","Salix"
"2963",771,"Sacramento R. Red Bluff to Hwy 32","Wilson Landing","8/2/2013","ZS, GY, MH, AH, OM",-122.03,39.8,"Plant","EW2013_313","SAEX","Salix exigua",6,"",8.6,6.62,"SACTO","Salix"
"3141",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",2,"2",6.4,5,"SACTO","Salix"
"3142",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",3,"3",5.3,5.5,"SACTO","Salix"
"3143",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",4,"4",5.9,5.6,"SACTO","Salix"
"3144",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",5,"5",13.8,15.6,"SACTO","Salix"
"3145",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",6,"6",5.9,6.6,"SACTO","Salix"
"3146",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",7,"7",5.6,5,"SACTO","Salix"
"3147",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",8,"8",5.7,5.6,"SACTO","Salix"
"3148",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",9,"9",5.2,5,"SACTO","Salix"
"3149",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",10,"10",6.4,4.8,"SACTO","Salix"
"3150",792,"Sacramento R. Red Bluff to Hwy 32","OHM","7/30/2013","ZS,DD,JY,KP,OM",-122.12,40.08,"Plant","EW2013_305","SAEX","Salix exigua",11,"11",6.6,4.3,"SACTO","Salix"
"3182",798,"Napa_Sonoma","Riverfront Park","9/30/2013","M.Vaghti",-122.86,38.52,"Plant","S02013_200","SALE(SALA3)","Salix lasiolepis",32,"",40.3,10.7,"NAPSO","Salix"
"3273",801,"Napa_Sonoma","Steelhead Beach","10/1/2013","Meh,TG,FF,SA,MM,RA",-122.9,38.5,"Plant","S02013_202","SALAE","Salix laevigata",28,"",39,12.2,"NAPSO","Salix"
"3573",804,"Napa_Sonoma","MacMurray","10/3/2013","Mehrey,SA,MM,CY",-122.9,38.52,"Plant","S02013_207","SALIX","Salix sp.",26,"",-9999,3.2,"NAPSO","Salix"
"3574",804,"Napa_Sonoma","MacMurray","10/3/2013","Mehrey,SA,MM,CY",-122.9,38.52,"Plant","S02013_207","SALIX","Salix sp.",27,"",-9999,6.2,"NAPSO","Salix"
"3606",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",1,"",22.6,11,"NAPSO","Salix"
"3607",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",2,"",21.5,8.3,"NAPSO","Salix"
"3610",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",5,"",13.2,8.2,"NAPSO","Salix"
"3611",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",6,"",18.8,7.2,"NAPSO","Salix"
"3612",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",7,"",33.9,9,"NAPSO","Salix"
"3613",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",8,"",11.9,7.9,"NAPSO","Salix"
"3614",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",9,"",15,6.9,"NAPSO","Salix"
"3615",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",10,"",8,4.5,"NAPSO","Salix"
"3616",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",11,"",5.5,2,"NAPSO","Salix"
"3617",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",12,"",8.1,6.3,"NAPSO","Salix"
"3618",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",13,"",12.2,5.2,"NAPSO","Salix"
"3619",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",14,"",9.2,2.5,"NAPSO","Salix"
"3623",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",18,"",8.8,6.5,"NAPSO","Salix"
"3624",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",19,"",9.9,5.3,"NAPSO","Salix"
"3625",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",20,"",7.8,2.5,"NAPSO","Salix"
"3626",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",21,"",8,2.2,"NAPSO","Salix"
"3627",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",22,"",8.9,2.7,"NAPSO","Salix"
"3628",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",23,"",7.8,3.2,"NAPSO","Salix"
"3629",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",24,"",11.7,3.6,"NAPSO","Salix"
"3630",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",25,"",30.4,7.3,"NAPSO","Salix"
"3631",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",26,"",28.2,8.3,"NAPSO","Salix"
"3632",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",27,"",21.5,11.3,"NAPSO","Salix"
"3633",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALU","Salix lasiandra var. lasiandra",28,"",33.8,1.5,"NAPSO","Salix"
"3634",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",29,"",16.7,9.3,"NAPSO","Salix"
"3635",806,"Napa_Sonoma","Honig Winery","10/4/2013","WarrenS.,PaulT.,Meh",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",30,"",17.1,13.2,"NAPSO","Salix"
"3638",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",1,"",-9999,3.5,"NAPSO","Salix"
"3639",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",2,"",-9999,3.5,"NAPSO","Salix"
"3640",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",3,"",-9999,3.5,"NAPSO","Salix"
"3641",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",4,"",-9999,3,"NAPSO","Salix"
"3654",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",17,"",-9999,1,"NAPSO","Salix"
"3662",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",25,"",-9999,3,"NAPSO","Salix"
"3663",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAS","Salix lasiolepis",26,"",-9999,1.5,"NAPSO","Salix"
"3664",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SAEX","Salix exigua",27,"",-9999,0.2,"NAPSO","Salix"
"3665",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SAEX","Salix exigua",28,"",-9999,0.2,"NAPSO","Salix"
"3666",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SAEX","Salix exigua",29,"",-9999,0.2,"NAPSO","Salix"
"3667",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SAEX","Salix exigua",30,"",-9999,0.2,"NAPSO","Salix"
"3684",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",47,"",-9999,0.3,"NAPSO","Salix"
"3685",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",48,"",-9999,0.3,"NAPSO","Salix"
"3686",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",49,"",-9999,0.3,"NAPSO","Salix"
"3687",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",50,"",-9999,0.3,"NAPSO","Salix"
"3688",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",51,"",-9999,0.3,"NAPSO","Salix"
"3689",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",52,"",-9999,0.3,"NAPSO","Salix"
"3690",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",53,"",-9999,0.3,"NAPSO","Salix"
"3691",807,"Napa_Sonoma","Honig Winery","10/4/2013","M.Vaghti,Warren,Paul",-122.41,38.47,"Plant","S02013_211","SALAE","Salix laevigata",54,"",-9999,0.3,"NAPSO","Salix"
"3799",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",4,"",-9999,2.5,"COSRP","Salix"
"3871",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",76,"",7.9,3.8,"COSRP","Salix"
"3872",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",77,"",6,3.5,"COSRP","Salix"
"3874",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",79,"",6.7,3.5,"COSRP","Salix"
"3875",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",80,"",7.3,4.1,"COSRP","Salix"
"3876",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",81,"",6,4.1,"COSRP","Salix"
"3877",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",82,"",7.7,4.1,"COSRP","Salix"
"3884",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",89,"",10,5.09,"COSRP","Salix"
"3885",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",90,"",10,5.09,"COSRP","Salix"
"3886",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",91,"",10,5.09,"COSRP","Salix"
"3887",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",92,"",10,5.09,"COSRP","Salix"
"3888",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",93,"",10,5.09,"COSRP","Salix"
"3889",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",94,"",7.5,5.09,"COSRP","Salix"
"3890",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",95,"",11,5.09,"COSRP","Salix"
"3891",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",96,"",13,5.09,"COSRP","Salix"
"3892",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",97,"",5,5.09,"COSRP","Salix"
"3893",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",98,"",6.7,5.09,"COSRP","Salix"
"3894",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",99,"",8,5.09,"COSRP","Salix"
"3895",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",100,"",8,5.09,"COSRP","Salix"
"3896",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",101,"",7,5.09,"COSRP","Salix"
"3897",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",102,"",5,5.09,"COSRP","Salix"
"3898",815,"Cosumnes River Preserve","North of Tall Forest","10/13/2013","M.Vaghti,Bonnie,Steve,Angie,Mai",-121.44,38.27,"Plant","Crp2013_504","SALAS","Salix lasiolepis",103,"",5,5.09,"COSRP","Salix"
"3928",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",5,"",24,10,"COSRP","Salix"
"3930",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",7,"",5,10,"COSRP","Salix"
"3931",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",8,"",8.4,10,"COSRP","Salix"
"3932",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",9,"",5.5,10,"COSRP","Salix"
"3933",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",10,"",7.2,10,"COSRP","Salix"
"3934",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",11,"",8.7,10,"COSRP","Salix"
"3935",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",12,"",5,10,"COSRP","Salix"
"3936",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",13,"",5,10,"COSRP","Salix"
"3937",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",14,"",5.5,10,"COSRP","Salix"
"3938",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",15,"",5,10,"COSRP","Salix"
"3939",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",16,"",6.8,10,"COSRP","Salix"
"3940",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",17,"",5.5,10,"COSRP","Salix"
"3941",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",18,"",5.9,-9999,"COSRP","Salix"
"3942",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",19,"",6.2,-9999,"COSRP","Salix"
"3943",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",20,"",6.4,-9999,"COSRP","Salix"
"3944",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",21,"",10.6,-9999,"COSRP","Salix"
"3945",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",22,"",5,-9999,"COSRP","Salix"
"3946",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",23,"",5.7,-9999,"COSRP","Salix"
"3948",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",25,"",6,-9999,"COSRP","Salix"
"3949",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",26,"",25,-9999,"COSRP","Salix"
"3950",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",27,"",21,-9999,"COSRP","Salix"
"3951",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",28,"",22,-9999,"COSRP","Salix"
"3952",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",29,"",20,-9999,"COSRP","Salix"
"3955",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",32,"",16,-9999,"COSRP","Salix"
"3956",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",33,"",6.8,-9999,"COSRP","Salix"
"3957",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",34,"",26,-9999,"COSRP","Salix"
"3958",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",35,"",17,-9999,"COSRP","Salix"
"3959",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",36,"",8,-9999,"COSRP","Salix"
"3960",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",37,"",5.9,-9999,"COSRP","Salix"
"3963",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",40,"",5.1,-9999,"COSRP","Salix"
"3964",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",41,"",5,-9999,"COSRP","Salix"
"3965",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",42,"",12.5,-9999,"COSRP","Salix"
"3968",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",45,"",6.7,-9999,"COSRP","Salix"
"3969",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",46,"",9.5,-9999,"COSRP","Salix"
"3970",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",47,"",20,-9999,"COSRP","Salix"
"3972",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",49,"",19,10,"COSRP","Salix"
"3973",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAEX","Salix exigua",50,"",24,-9999,"COSRP","Salix"
"3974",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SAGO","Salix gooddingii",51,"",21,-9999,"COSRP","Salix"
"3975",817,"Cosumnes River Preserve","Triangle Field","10/14/2013","SteveS.,AngieM.,BonnieM.,Mai",-121.44,38.27,"Plant","Crp2013_506","SALAS","Salix lasiolepis",52,"",7,-9999,"COSRP","Salix"
